Area,Year,Variable,Value_efficiency,Unit,Variable_GDP per capita,Value_GDP per capita,Unit_GDP per capita,Variable_Total population with access to safe drinking-water (JMP),Value_Total population with access to safe drinking-water (JMP),Unit_Total population with access to safe drinking-water (JMP),Variable_Population affected by water related disease,Value_Population affected by water related disease,Unit_Population affected by water related disease,Variable_Gender Inequality Index (GII) [equality = 0; inequality = 1),Value_Gender Inequality Index (GII) [equality = 0; inequality = 1),Unit_Gender Inequality Index (GII) [equality = 0; inequality = 1),Variable_Human Development Index (HDI) [highest = 1],Value_Human Development Index (HDI) [highest = 1],Unit_Human Development Index (HDI) [highest = 1],Variable_Total renewable water resources per capita,Value_Total renewable water resources per capita,Unit_Total renewable water resources per capita,Variable_Agricultural water withdrawal as % of total water withdrawal,Value_Agricultural water withdrawal as % of total water withdrawal,Unit_Agricultural water withdrawal as % of total water withdrawal,Variable_Industrial water withdrawal as % of total water withdrawal,Value_Industrial water withdrawal as % of total water withdrawal,Unit_Industrial water withdrawal as % of total water withdrawal
Estonia,2012,SDG 6.4.1. Water Use Efficiency,11.080122717,US$/m3,GDP per capita,17404.385015,current US$/inhab,Total population with access to safe drinking-water (JMP),99.5,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.164875,,Human Development Index (HDI) [highest = 1],0.859,,Total renewable water resources per capita,9681.843406049,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,0.271977928,%,Industrial water withdrawal as % of total water withdrawal,95.95340282,%
Estonia,2013,SDG 6.4.1. Water Use Efficiency,10.56752828,US$/m3,GDP per capita,19050.802735,current US$/inhab,Total population with access to safe drinking-water (JMP),99.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.154,,Human Development Index (HDI) [highest = 1],0.863,,Total renewable water resources per capita,9716.369419309,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,0.275636741,%,Industrial water withdrawal as % of total water withdrawal,96.30773182,%
Estonia,2014,SDG 6.4.1. Water Use Efficiency,10.979078879,US$/m3,GDP per capita,20234.409879,current US$/inhab,Total population with access to safe drinking-water (JMP),99.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.1638,,Human Development Index (HDI) [highest = 1],0.865,,Total renewable water resources per capita,9741.914576053,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,0.292888984,%,Industrial water withdrawal as % of total water withdrawal,96.235649811,%
Estonia,2015,SDG 6.4.1. Water Use Efficiency,12.144580705,US$/m3,GDP per capita,17404.964329,current US$/inhab,Total population with access to safe drinking-water (JMP),99.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.1638,,Human Development Index (HDI) [highest = 1],0.871,,Total renewable water resources per capita,9740.94383554,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,0.305933516,%,Industrial water withdrawal as % of total water withdrawal,96.004506351,%
Estonia,2016,SDG 6.4.1. Water Use Efficiency,11.332878254,US$/m3,GDP per capita,18281.033865,current US$/inhab,Total population with access to safe drinking-water (JMP),99.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.1638,,Human Development Index (HDI) [highest = 1],0.875,,Total renewable water resources per capita,9731.550254346,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,0.252917378,%,Industrial water withdrawal as % of total water withdrawal,96.264213681,%
Estonia,2017,SDG 6.4.1. Water Use Efficiency,11.804614214,US$/m3,GDP per capita,20435.205901,current US$/inhab,Total population with access to safe drinking-water (JMP),99.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.1638,,Human Development Index (HDI) [highest = 1],0.879,,Total renewable water resources per capita,9719.562612093,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,0.250223245,%,Industrial water withdrawal as % of total water withdrawal,96.421796111,%
Estonia,2018,SDG 6.4.1. Water Use Efficiency,13.680208141,US$/m3,GDP per capita,23162.853327,current US$/inhab,Total population with access to safe drinking-water (JMP),99.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.1638,,Human Development Index (HDI) [highest = 1],0.882,,Total renewable water resources per capita,9685.753788532,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,0.294588522,%,Industrial water withdrawal as % of total water withdrawal,95.844764232,%
Estonia,2019,SDG 6.4.1. Water Use Efficiency,22.578969881,US$/m3,GDP per capita,23421.995819,current US$/inhab,Total population with access to safe drinking-water (JMP),99.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.1638,,Human Development Index (HDI) [highest = 1],0.882,,Total renewable water resources per capita,9650.055499499,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,0.482986166,%,Industrial water withdrawal as % of total water withdrawal,91.761408809,%
Estonia,2020,SDG 6.4.1. Water Use Efficiency,26.883868026,US$/m3,GDP per capita,23596.628041,current US$/inhab,Total population with access to safe drinking-water (JMP),99.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.1638,,Human Development Index (HDI) [highest = 1],0.882,,Total renewable water resources per capita,9632.59828921,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,0.569405698,%,Industrial water withdrawal as % of total water withdrawal,92.051279655,%
Estonia,2021,SDG 6.4.1. Water Use Efficiency,24.742502682,US$/m3,GDP per capita,27990.621028,current US$/inhab,Total population with access to safe drinking-water (JMP),99.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.1638,,Human Development Index (HDI) [highest = 1],0.882,,Total renewable water resources per capita,9637.984768582,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,0.497261393,%,Industrial water withdrawal as % of total water withdrawal,92.292938883,%
Eswatini,2005,SDG 6.4.1. Water Use Efficiency,2.509817275,US$/m3,GDP per capita,2964.972336,current US$/inhab,Total population with access to safe drinking-water (JMP),61.1,%,Population affected by water related disease,2.926,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.577,,Human Development Index (HDI) [highest = 1],0.459,,Total renewable water resources per capita,4207.536995539,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,94.194756554,%,Industrial water withdrawal as % of total water withdrawal,1.938202247,%
Eswatini,2006,SDG 6.4.1. Water Use Efficiency,2.674111322,US$/m3,GDP per capita,3053.932497,current US$/inhab,Total population with access to safe drinking-water (JMP),62.9,%,Population affected by water related disease,2.926,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.57,,Human Development Index (HDI) [highest = 1],0.472,,Total renewable water resources per capita,4184.702176323,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,94.194756554,%,Industrial water withdrawal as % of total water withdrawal,1.938202247,%
Eswatini,2007,SDG 6.4.1. Water Use Efficiency,2.810750034,US$/m3,GDP per capita,3200.512573,current US$/inhab,Total population with access to safe drinking-water (JMP),64.8,%,Population affected by water related disease,2.926,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.563,,Human Development Index (HDI) [highest = 1],0.482,,Total renewable water resources per capita,4160.485900473,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,94.194756554,%,Industrial water withdrawal as % of total water withdrawal,1.938202247,%
Eswatini,2008,SDG 6.4.1. Water Use Efficiency,2.845670265,US$/m3,GDP per capita,3022.456055,current US$/inhab,Total population with access to safe drinking-water (JMP),66.6,%,Population affected by water related disease,2.926,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.556,,Human Development Index (HDI) [highest = 1],0.491,,Total renewable water resources per capita,4138.108214741,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,94.194756554,%,Industrial water withdrawal as % of total water withdrawal,1.938202247,%
Eswatini,2009,SDG 6.4.1. Water Use Efficiency,2.89553578,US$/m3,GDP per capita,3270.1377,current US$/inhab,Total population with access to safe drinking-water (JMP),68.5,%,Population affected by water related disease,2.926,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.549,,Human Development Index (HDI) [highest = 1],0.501,,Total renewable water resources per capita,4119.150304233,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,94.194756554,%,Industrial water withdrawal as % of total water withdrawal,1.938202247,%
Eswatini,2010,SDG 6.4.1. Water Use Efficiency,2.974376676,US$/m3,GDP per capita,4035.534501,current US$/inhab,Total population with access to safe drinking-water (JMP),70.4,%,Population affected by water related disease,2.926,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.542,,Human Development Index (HDI) [highest = 1],0.513,,Total renewable water resources per capita,4100.298203506,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,94.194756554,%,Industrial water withdrawal as % of total water withdrawal,1.938202247,%
Eswatini,2011,SDG 6.4.1. Water Use Efficiency,3.025798172,US$/m3,GDP per capita,4360.959894,current US$/inhab,Total population with access to safe drinking-water (JMP),72.3,%,Population affected by water related disease,2.926,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.537666667,,Human Development Index (HDI) [highest = 1],0.528,,Total renewable water resources per capita,4080.078091428,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,94.194756554,%,Industrial water withdrawal as % of total water withdrawal,1.938202247,%
Eswatini,2012,SDG 6.4.1. Water Use Efficiency,3.132224942,US$/m3,GDP per capita,4396.692629,current US$/inhab,Total population with access to safe drinking-water (JMP),74.2,%,Population affected by water related disease,2.926,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.533333333,,Human Development Index (HDI) [highest = 1],0.542,,Total renewable water resources per capita,4057.784287827,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,94.194756554,%,Industrial water withdrawal as % of total water withdrawal,1.938202247,%
Eswatini,2013,SDG 6.4.1. Water Use Efficiency,3.24808289,US$/m3,GDP per capita,4111.281186,current US$/inhab,Total population with access to safe drinking-water (JMP),74.1,%,Population affected by water related disease,2.926,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.529,,Human Development Index (HDI) [highest = 1],0.558,,Total renewable water resources per capita,4032.838572894,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,94.194756554,%,Industrial water withdrawal as % of total water withdrawal,1.938202247,%
Eswatini,2014,SDG 6.4.1. Water Use Efficiency,3.297325877,US$/m3,GDP per capita,3927.933568,current US$/inhab,Total population with access to safe drinking-water (JMP),74.1,%,Population affected by water related disease,2.926,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5572,,Human Development Index (HDI) [highest = 1],0.573,,Total renewable water resources per capita,4005.80886696,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,94.194756554,%,Industrial water withdrawal as % of total water withdrawal,1.938202247,%
Eswatini,2015,SDG 6.4.1. Water Use Efficiency,3.369092845,US$/m3,GDP per capita,3579.248871,current US$/inhab,Total population with access to safe drinking-water (JMP),74.1,%,Population affected by water related disease,2.926,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5572,,Human Development Index (HDI) [highest = 1],0.585,,Total renewable water resources per capita,3977.296778654,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,94.194756554,%,Industrial water withdrawal as % of total water withdrawal,1.938202247,%
Eswatini,2016,SDG 6.4.1. Water Use Efficiency,3.435422256,US$/m3,GDP per capita,3339.987372,current US$/inhab,Total population with access to safe drinking-water (JMP),74.1,%,Population affected by water related disease,2.926,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5572,,Human Development Index (HDI) [highest = 1],0.596,,Total renewable water resources per capita,3947.400667295,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,94.194756554,%,Industrial water withdrawal as % of total water withdrawal,1.938202247,%
Eswatini,2017,SDG 6.4.1. Water Use Efficiency,3.508722684,US$/m3,GDP per capita,3822.793411,current US$/inhab,Total population with access to safe drinking-water (JMP),74.1,%,Population affected by water related disease,2.926,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5572,,Human Development Index (HDI) [highest = 1],0.603,,Total renewable water resources per capita,3917.004663928,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,94.194756554,%,Industrial water withdrawal as % of total water withdrawal,1.938202247,%
Eswatini,2018,SDG 6.4.1. Water Use Efficiency,3.578235951,US$/m3,GDP per capita,4020.187765,current US$/inhab,Total population with access to safe drinking-water (JMP),74.1,%,Population affected by water related disease,2.926,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5572,,Human Development Index (HDI) [highest = 1],0.608,,Total renewable water resources per capita,3886.497051088,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,94.194756554,%,Industrial water withdrawal as % of total water withdrawal,1.938202247,%
Eswatini,2019,SDG 6.4.1. Water Use Efficiency,3.663468536,US$/m3,GDP per capita,3843.256711,current US$/inhab,Total population with access to safe drinking-water (JMP),74.1,%,Population affected by water related disease,2.926,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5572,,Human Development Index (HDI) [highest = 1],0.608,,Total renewable water resources per capita,3855.976293013,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,94.194756554,%,Industrial water withdrawal as % of total water withdrawal,1.938202247,%
Eswatini,2020,SDG 6.4.1. Water Use Efficiency,3.533460601,US$/m3,GDP per capita,3364.860561,current US$/inhab,Total population with access to safe drinking-water (JMP),74.1,%,Population affected by water related disease,2.926,1000 inhab,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5572,,Human Development Index (HDI) [highest = 1],0.608,,Total renewable water resources per capita,3819.913522579,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,94.194756554,%,Industrial water withdrawal as % of total water withdrawal,1.938202247,%
