Country,Year,Value - GDP per capita,Unit - GDP per capita,Value - HDI,Unit - HDI,Value - Water Use Efficiency,Unit - Water Use Efficiency,Value - Water Stress,Unit - Water Stress,Value - Total population with access to safe drinking-water,Unit - Total population with access to safe drinking-water,Value - Total renewable water resources per capita,Unit - Total renewable water resources per capita
Gambia,2021,772.151453,current US$/inhab,0.466,,12.256417104,US$/m3,2.209656372,%,90.2,%,3030.399452104,m3/inhab/year
Georgia,2005,1702.56379,current US$/inhab,0.705,,3.976291155,US$/m3,5.905537459,%,93.0,%,15987.652170488,m3/inhab/year
Georgia,2006,2071.204249,current US$/inhab,0.712,,4.39179685,US$/m3,5.916395223,%,93.8,%,16098.663223744,m3/inhab/year
Georgia,2007,2739.478765,current US$/inhab,0.724,,4.84754748,US$/m3,5.927252986,%,94.6,%,16211.566964549,m3/inhab/year
Georgia,2008,3469.389751,current US$/inhab,0.723,,5.039360452,US$/m3,5.938110749,%,95.3,%,16323.435483896,m3/inhab/year
Georgia,2009,2937.989495,current US$/inhab,0.727,,4.965299256,US$/m3,5.842487785,%,96.1,%,16427.16331189,m3/inhab/year
Georgia,2010,3190.967257,current US$/inhab,0.732,,5.468555693,US$/m3,5.746864821,%,96.8,%,16505.809090888,m3/inhab/year
Georgia,2011,3953.122194,current US$/inhab,0.738,,5.952481438,US$/m3,5.651241857,%,97.6,%,16571.324203972,m3/inhab/year
Georgia,2012,4334.199042,current US$/inhab,0.749,,6.511039346,US$/m3,5.555618893,%,98.3,%,16646.707090504,m3/inhab/year
Georgia,2013,4540.394361,current US$/inhab,0.756,,6.844407242,US$/m3,5.459995928,%,99.0,%,16727.315180071,m3/inhab/year
Georgia,2014,4670.453777,current US$/inhab,0.764,,7.229796905,US$/m3,5.364372964,%,99.6,%,16779.559301421,m3/inhab/year
Georgia,2015,3965.301663,current US$/inhab,0.771,,7.633860035,US$/m3,5.26875,%,100.0,%,16793.366023783,m3/inhab/year
Georgia,2016,4015.156975,current US$/inhab,0.776,,7.939000333,US$/m3,5.173127036,%,100.0,%,16793.46399336,m3/inhab/year
Georgia,2017,4306.23481,current US$/inhab,0.783,,9.574393288,US$/m3,4.477296417,%,100.0,%,16789.946711207,m3/inhab/year
Georgia,2018,4665.447805,current US$/inhab,0.786,,10.661089586,US$/m3,4.205602606,%,100.0,%,16788.0551119,m3/inhab/year
Georgia,2019,4634.805741,current US$/inhab,0.786,,9.31198212,US$/m3,5.120977199,%,100.0,%,16794.795602325,m3/inhab/year
Georgia,2020,4207.853147,current US$/inhab,0.786,,8.222744473,US$/m3,5.386710098,%,100.0,%,16816.643617801,m3/inhab/year
Georgia,2021,4975.124921,current US$/inhab,0.786,,9.378017703,US$/m3,5.240977199,%,100.0,%,16852.138648955,m3/inhab/year
Germany,2005,35040.709417,current US$/inhab,0.9,,,,55.287205318,%,100.0,%,1896.26756424,m3/inhab/year
Germany,2006,36857.894799,current US$/inhab,0.91,,68.241422644,US$/m3,54.45761239,%,100.0,%,1897.069984033,m3/inhab/year
Germany,2007,42139.592724,current US$/inhab,0.914,,71.777407406,US$/m3,44.209155702,%,100.0,%,1896.929474749,m3/inhab/year
Germany,2008,45928.116868,current US$/inhab,0.916,,72.025865349,US$/m3,53.274734101,%,100.0,%,1896.143492851,m3/inhab/year
Germany,2009,41810.985396,current US$/inhab,0.916,,66.44125603,US$/m3,54.396875,%,100.0,%,1895.137023022,m3/inhab/year
Germany,2010,41762.684505,current US$/inhab,0.92,,70.204164035,US$/m3,45.217927632,%,100.0,%,1893.634547469,m3/inhab/year
Germany,2011,45986.898296,current US$/inhab,0.925,,78.307960734,US$/m3,49.921603618,%,100.0,%,1891.348698405,m3/inhab/year
Germany,2012,43256.122439,current US$/inhab,0.927,,85.221919771,US$/m3,46.117243695,%,100.0,%,1888.5147218,m3/inhab/year
Germany,2013,45699.270785,current US$/inhab,0.927,,91.414686056,US$/m3,34.712171053,%,100.0,%,1885.39282239,m3/inhab/year
Germany,2014,47446.566146,current US$/inhab,0.93,,94.188106399,US$/m3,42.911310307,%,100.0,%,1881.287692561,m3/inhab/year
Germany,2015,40893.186092,current US$/inhab,0.933,,100.471618213,US$/m3,40.890083608,%,100.0,%,1876.373179239,m3/inhab/year
Germany,2016,42116.33755,current US$/inhab,0.936,,101.852606464,US$/m3,33.50191886,%,100.0,%,1870.488744012,m3/inhab/year
Germany,2017,44670.222288,current US$/inhab,0.938,,113.400405095,US$/m3,38.032351974,%,100.0,%,1863.856783956,m3/inhab/year
Germany,2018,47944.532735,current US$/inhab,0.939,,118.238423951,US$/m3,36.898484101,%,100.0,%,1857.733871565,m3/inhab/year
Germany,2019,46762.633406,current US$/inhab,0.939,,124.599624569,US$/m3,35.351657072,%,100.0,%,1852.115972142,m3/inhab/year
Germany,2020,46678.460742,current US$/inhab,0.939,,120.78622824,US$/m3,35.351657072,%,100.0,%,1848.096367137,m3/inhab/year
Germany,2021,51073.117896,current US$/inhab,0.939,,123.550234295,US$/m3,35.351657072,%,100.0,%,1846.333410839,m3/inhab/year
Ghana,2005,1011.907502,current US$/inhab,0.508,,16.543157608,US$/m3,4.871948561,%,77.0,%,2498.116300293,m3/inhab/year
Ghana,2006,1169.602908,current US$/inhab,0.518,,17.025490069,US$/m3,4.990191805,%,78.3,%,2433.049365013,m3/inhab/year
Ghana,2007,1382.227249,current US$/inhab,0.529,,16.907872141,US$/m3,5.108435048,%,79.5,%,2370.475849828,m3/inhab/year
Ghana,2008,1552.289562,current US$/inhab,0.542,,17.411431923,US$/m3,5.226678291,%,80.7,%,2310.277028936,m3/inhab/year
Ghana,2009,1378.1385,current US$/inhab,0.547,,17.709547626,US$/m3,5.344921534,%,81.9,%,2252.43621818,m3/inhab/year
Ghana,2010,1665.215512,current US$/inhab,0.554,,18.538858888,US$/m3,5.463164778,%,83.1,%,2197.482599907,m3/inhab/year
Ghana,2011,1998.399536,current US$/inhab,0.563,,22.457639941,US$/m3,5.594485615,%,84.3,%,2144.551878522,m3/inhab/year
Ghana,2012,2066.840236,current US$/inhab,0.57,,24.919279271,US$/m3,5.734524847,%,85.4,%,2092.42704485,m3/inhab/year
Ghana,2013,2314.294978,current US$/inhab,0.578,,26.699349052,US$/m3,5.830972101,%,86.5,%,2041.735915846,m3/inhab/year
Ghana,2014,1940.777789,current US$/inhab,0.577,,25.775555943,US$/m3,5.932650392,%,87.6,%,1993.165216586,m3/inhab/year
Ghana,2015,1733.019897,current US$/inhab,0.585,,25.018215893,US$/m3,6.27059721,%,88.7,%,1946.594116665,m3/inhab/year
Ghana,2016,1900.405938,current US$/inhab,0.587,,25.39669962,US$/m3,6.314734089,%,88.7,%,1901.584347971,m3/inhab/year
Ghana,2017,1998.626958,current US$/inhab,0.591,,28.151196185,US$/m3,6.314734089,%,88.7,%,1859.556376025,m3/inhab/year
Ghana,2018,2179.320722,current US$/inhab,0.596,,30.464431322,US$/m3,6.314734089,%,88.7,%,1820.499937141,m3/inhab/year
Ghana,2019,2168.417252,current US$/inhab,0.596,,33.043316778,US$/m3,6.314734089,%,88.7,%,1782.865394614,m3/inhab/year
Ghana,2020,2176.576218,current US$/inhab,0.596,,32.708912396,US$/m3,6.314734089,%,88.7,%,1746.404589551,m3/inhab/year
Ghana,2021,2408.634903,current US$/inhab,0.596,,34.068909802,US$/m3,6.314734089,%,88.7,%,1711.690888362,m3/inhab/year
Greece,2005,22295.226405,current US$/inhab,0.845,,22.098657778,US$/m3,19.509407243,%,99.4,%,6154.70554233,m3/inhab/year
Greece,2006,24608.450172,current US$/inhab,0.851,,23.520909453,US$/m3,19.485332794,%,99.6,%,6158.781490485,m3/inhab/year
Greece,2007,28714.041509,current US$/inhab,0.849,,23.92218417,US$/m3,19.461258345,%,99.7,%,6166.888443242,m3/inhab/year
Greece,2008,32010.6557,current US$/inhab,0.857,,23.870394763,US$/m3,19.620220514,%,99.8,%,6176.840226546,m3/inhab/year
Greece,2009,29847.631793,current US$/inhab,0.859,,23.049597906,US$/m3,19.780194214,%,99.9,%,6186.968002159,m3/inhab/year
Greece,2010,26902.409437,current US$/inhab,0.857,,21.395623885,US$/m3,19.938144851,%,100.0,%,6199.143122536,m3/inhab/year
Greece,2011,25682.206061,current US$/inhab,0.853,,19.05448406,US$/m3,20.099130083,%,100.0,%,6215.511973266,m3/inhab/year
Greece,2012,22076.907458,current US$/inhab,0.856,,17.375275132,US$/m3,20.099130083,%,100.0,%,6238.80674612,m3/inhab/year
Greece,2013,21882.787437,current US$/inhab,0.858,,17.061262669,US$/m3,20.078899454,%,100.0,%,6266.889794819,m3/inhab/year
Greece,2014,21646.472166,current US$/inhab,0.866,,17.067354858,US$/m3,20.060691887,%,100.0,%,6296.621117118,m3/inhab/year
Greece,2015,18100.431133,current US$/inhab,0.868,,17.03442402,US$/m3,20.044507384,%,100.0,%,6329.441312985,m3/inhab/year
Greece,2016,17955.504681,current US$/inhab,0.866,,16.390399698,US$/m3,20.505765729,%,100.0,%,6362.943408316,m3/inhab/year
Greece,2017,18690.62448,current US$/inhab,0.871,,16.552100174,US$/m3,20.501719603,%,100.0,%,6397.169981785,m3/inhab/year
Greece,2018,19942.072303,current US$/inhab,0.872,,16.764542899,US$/m3,20.477442849,%,100.0,%,6432.639589455,m3/inhab/year
Greece,2019,19411.439297,current US$/inhab,0.872,,17.078674374,US$/m3,20.463281408,%,100.0,%,6468.682121395,m3/inhab/year
Greece,2020,17972.015448,current US$/inhab,0.872,,15.698637392,US$/m3,20.477442849,%,100.0,%,6506.705711974,m3/inhab/year
Greece,2021,20571.217933,current US$/inhab,0.872,,17.043236732,US$/m3,20.683795266,%,100.0,%,6548.359008996,m3/inhab/year
Grenada,2005,6306.985419,current US$/inhab,0.734,,,,5.0,%,96.6,%,1813.993143106,m3/inhab/year
Grenada,2006,6295.275165,current US$/inhab,0.735,,,,5.227777778,%,96.6,%,1801.996612246,m3/inhab/year
Grenada,2007,6790.648335,current US$/inhab,0.74,,,,5.455555556,%,96.6,%,1790.109644216,m3/inhab/year
Grenada,2008,7343.460746,current US$/inhab,0.743,,,,5.683333333,%,96.6,%,1778.125500098,m3/inhab/year
Grenada,2009,6810.45994,current US$/inhab,0.74,,,,5.911111111,%,96.6,%,1766.020009007,m3/inhab/year
Grenada,2010,6760.961107,current US$/inhab,0.743,,,,6.138888889,%,96.6,%,1753.785985496,m3/inhab/year
Grenada,2011,6775.752385,current US$/inhab,0.746,,,,6.366666667,%,96.6,%,1740.371395256,m3/inhab/year
Grenada,2012,6900.771732,current US$/inhab,0.747,,,,6.594444444,%,96.6,%,1725.446890745,m3/inhab/year
Grenada,2013,7205.268247,current US$/inhab,0.75,,,,6.822222222,%,96.6,%,1710.20565223,m3/inhab/year
Grenada,2014,7726.379929,current US$/inhab,0.752,,,,7.05,%,96.6,%,1695.317532974,m3/inhab/year
Grenada,2015,8379.633119,current US$/inhab,0.756,,,,7.05,%,96.6,%,1680.954782316,m3/inhab/year
Grenada,2016,8849.514154,current US$/inhab,0.76,,,,7.05,%,96.6,%,1667.139022723,m3/inhab/year
Grenada,2017,9309.267844,current US$/inhab,0.76,,,,7.05,%,96.6,%,1653.97242828,m3/inhab/year
Grenada,2018,9574.307129,current US$/inhab,0.763,,,,7.05,%,96.6,%,1641.523990873,m3/inhab/year
Grenada,2019,9887.922493,current US$/inhab,0.763,,,,7.05,%,96.6,%,1629.673087579,m3/inhab/year
Grenada,2020,8437.549623,current US$/inhab,0.763,,,,7.05,%,96.6,%,1617.298626105,m3/inhab/year
Grenada,2021,8950.228561,current US$/inhab,0.763,,,,7.05,%,96.6,%,1605.007623786,m3/inhab/year
Guatemala,2005,2039.119725,current US$/inhab,0.571,,11.451089582,US$/m3,5.43230182,%,87.3,%,9739.725240912,m3/inhab/year
Guatemala,2006,2218.197257,current US$/inhab,0.579,,11.531513235,US$/m3,5.742097081,%,88.0,%,9536.693118297,m3/inhab/year
Guatemala,2007,2451.097584,current US$/inhab,0.588,,12.239376681,US$/m3,5.742097081,%,88.7,%,9338.809921232,m3/inhab/year
Guatemala,2008,2755.129708,current US$/inhab,0.594,,12.770036551,US$/m3,5.742097081,%,89.4,%,9149.858603174,m3/inhab/year
Guatemala,2009,2604.243891,current US$/inhab,0.597,,12.912323734,US$/m3,5.742097081,%,90.0,%,8970.216231231,m3/inhab/year
Guatemala,2010,2797.344961,current US$/inhab,0.602,,13.307261957,US$/m3,5.742097081,%,90.7,%,8795.223528705,m3/inhab/year
Guatemala,2011,3161.66412,current US$/inhab,0.607,,13.769255044,US$/m3,5.742097081,%,91.4,%,8623.076501473,m3/inhab/year
Guatemala,2012,3277.879692,current US$/inhab,0.613,,14.282419807,US$/m3,5.742097081,%,92.0,%,8455.011420314,m3/inhab/year
Guatemala,2013,3436.27111,current US$/inhab,0.616,,14.860642235,US$/m3,5.742097081,%,92.7,%,8293.639580508,m3/inhab/year
Guatemala,2014,3681.628337,current US$/inhab,0.643,,15.562244346,US$/m3,5.742097081,%,92.7,%,8140.009953073,m3/inhab/year
Guatemala,2015,3886.36016,current US$/inhab,0.647,,16.211900034,US$/m3,5.742097081,%,92.8,%,7993.821927445,m3/inhab/year
Guatemala,2016,4054.593729,current US$/inhab,0.648,,16.691920686,US$/m3,5.742097081,%,92.8,%,7851.572561151,m3/inhab/year
Guatemala,2017,4322.031109,current US$/inhab,0.649,,17.183515023,US$/m3,5.742097081,%,92.8,%,7715.310763079,m3/inhab/year
Guatemala,2018,4351.786588,current US$/inhab,0.651,,17.777482488,US$/m3,5.742097081,%,92.8,%,7591.018633871,m3/inhab/year
Guatemala,2019,4511.219051,current US$/inhab,0.651,,18.482610283,US$/m3,5.742097081,%,92.8,%,7477.345531229,m3/inhab/year
Guatemala,2020,4470.843195,current US$/inhab,0.651,,18.164941772,US$/m3,5.742097081,%,92.8,%,7366.93414015,m3/inhab/year
Guatemala,2021,4883.207816,current US$/inhab,0.651,,19.583843613,US$/m3,5.742097081,%,92.8,%,7264.112416726,m3/inhab/year
Guinea,2005,444.536796,current US$/inhab,0.373,,7.84958397,US$/m3,0.883076923,%,67.8,%,24726.16862328,m3/inhab/year
Guinea,2006,452.276161,current US$/inhab,0.384,,7.428834438,US$/m3,0.920473373,%,68.8,%,24221.314220644,m3/inhab/year
Guinea,2007,657.993462,current US$/inhab,0.393,,7.423526873,US$/m3,0.957869822,%,69.8,%,23672.154486575,m3/inhab/year
Guinea,2008,712.099422,current US$/inhab,0.4,,7.526288699,US$/m3,0.995266272,%,70.8,%,23108.892475653,m3/inhab/year
Guinea,2009,670.261254,current US$/inhab,0.4,,7.243391754,US$/m3,1.032662722,%,71.8,%,22551.912556855,m3/inhab/year
Guinea,2010,667.281603,current US$/inhab,0.408,,7.30035166,US$/m3,1.070059172,%,72.8,%,22004.282461769,m3/inhab/year
Guinea,2011,644.502556,current US$/inhab,0.421,,7.650972902,US$/m3,1.107455621,%,73.8,%,21467.15259688,m3/inhab/year
Guinea,2012,707.967673,current US$/inhab,0.431,,7.632172865,US$/m3,1.144852071,%,74.8,%,20947.859110261,m3/inhab/year
Guinea,2013,757.692275,current US$/inhab,0.439,,7.682096414,US$/m3,1.182248521,%,75.7,%,20442.443215687,m3/inhab/year
Guinea,2014,774.569039,current US$/inhab,0.446,,7.761420696,US$/m3,1.21964497,%,76.7,%,19941.120752751,m3/inhab/year
Guinea,2015,756.425592,current US$/inhab,0.449,,7.780002305,US$/m3,1.25704142,%,76.8,%,19439.191370926,m3/inhab/year
Guinea,2016,721.133516,current US$/inhab,0.456,,8.491820046,US$/m3,1.29443787,%,76.8,%,18942.275092962,m3/inhab/year
Guinea,2017,843.464278,current US$/inhab,0.463,,8.828145159,US$/m3,1.331834319,%,76.8,%,18462.862157006,m3/inhab/year
Guinea,2018,944.417268,current US$/inhab,0.466,,9.115423249,US$/m3,1.369230769,%,76.8,%,18000.991488239,m3/inhab/year
Guinea,2019,1043.899886,current US$/inhab,0.466,,9.023205156,US$/m3,1.369230769,%,76.8,%,17549.937142493,m3/inhab/year
Guinea,2020,1073.654887,current US$/inhab,0.466,,9.654804251,US$/m3,1.369230769,%,76.8,%,17114.530971356,m3/inhab/year
Guinea,2021,1185.05914,current US$/inhab,0.466,,9.615210972,US$/m3,1.369230769,%,76.8,%,16701.268838255,m3/inhab/year
Guinea-Bissau,2005,425.302674,current US$/inhab,0.393,,2.18668352,US$/m3,1.495726496,%,60.7,%,22758.356266847,m3/inhab/year
Guinea-Bissau,2006,418.529967,current US$/inhab,0.401,,2.31702048,US$/m3,1.495726496,%,62.5,%,22205.077325292,m3/inhab/year
Guinea-Bissau,2007,479.80399,current US$/inhab,0.407,,2.370242994,US$/m3,1.495726496,%,64.3,%,21646.633190217,m3/inhab/year
Guinea-Bissau,2008,580.917007,current US$/inhab,0.413,,2.336046721,US$/m3,1.495726496,%,66.1,%,21096.04005829,m3/inhab/year
Guinea-Bissau,2009,541.382919,current US$/inhab,0.419,,2.497407195,US$/m3,1.495726496,%,68.0,%,20560.556732731,m3/inhab/year
Guinea-Bissau,2010,541.755523,current US$/inhab,0.426,,2.539461941,US$/m3,1.495726496,%,69.8,%,20035.476831587,m3/inhab/year
Guinea-Bissau,2011,682.639419,current US$/inhab,0.435,,2.767795884,US$/m3,1.495726496,%,71.7,%,19515.020661683,m3/inhab/year
Guinea-Bissau,2012,598.606335,current US$/inhab,0.437,,2.656269328,US$/m3,1.495726496,%,73.6,%,18999.017980695,m3/inhab/year
Guinea-Bissau,2013,615.984949,current US$/inhab,0.441,,2.888138306,US$/m3,1.495726496,%,75.5,%,18495.034318891,m3/inhab/year
Guinea-Bissau,2014,604.317749,current US$/inhab,0.45,,3.004333581,US$/m3,1.495726496,%,77.4,%,18011.723681803,m3/inhab/year
Guinea-Bissau,2015,585.513765,current US$/inhab,0.453,,2.777554798,US$/m3,1.495726496,%,79.3,%,17552.49958215,m3/inhab/year
Guinea-Bissau,2016,642.665997,current US$/inhab,0.457,,2.96145322,US$/m3,1.495726496,%,79.3,%,17115.895324853,m3/inhab/year
Guinea-Bissau,2017,718.245738,current US$/inhab,0.46,,2.919062278,US$/m3,1.495726496,%,79.3,%,16703.673637879,m3/inhab/year
Guinea-Bissau,2018,741.561991,current US$/inhab,0.461,,4.357962306,US$/m3,1.495726496,%,79.3,%,16312.069632797,m3/inhab/year
Guinea-Bissau,2019,692.900054,current US$/inhab,0.461,,4.666947859,US$/m3,1.495726496,%,79.3,%,15935.389607589,m3/inhab/year
Guinea-Bissau,2020,692.79821,current US$/inhab,0.461,,4.548292865,US$/m3,1.495726496,%,79.3,%,15576.725792081,m3/inhab/year
Guinea-Bissau,2021,758.55212,current US$/inhab,0.461,,4.86766931,US$/m3,1.495726496,%,79.3,%,15237.385361725,m3/inhab/year
Guyana,2005,2603.959878,current US$/inhab,0.619,,,,3.568949772,%,90.2,%,356715.531868123,m3/inhab/year
Guyana,2006,3138.082204,current US$/inhab,0.624,,,,3.514840183,%,91.0,%,357346.772736683,m3/inhab/year
Guyana,2007,3609.90556,current US$/inhab,0.627,,,,3.460730594,%,91.8,%,358218.740788425,m3/inhab/year
Guyana,2008,4011.388854,current US$/inhab,0.63,,,,3.406621005,%,92.6,%,359344.957899622,m3/inhab/year
Guyana,2009,4213.814515,current US$/inhab,0.633,,,,3.352511415,%,93.4,%,360728.271778803,m3/inhab/year
Guyana,2010,4589.872864,current US$/inhab,0.639,,2.06504203,US$/m3,3.298401827,%,94.2,%,362332.404550146,m3/inhab/year
Guyana,2011,4960.005298,current US$/inhab,0.648,,2.15747682,US$/m3,3.298401827,%,95.1,%,364134.743291724,m3/inhab/year
Guyana,2012,5461.390076,current US$/inhab,0.652,,2.223355447,US$/m3,3.298401827,%,95.9,%,364263.95829917,m3/inhab/year
Guyana,2013,5576.250215,current US$/inhab,0.656,,2.216439144,US$/m3,3.298401827,%,96.7,%,362580.610633914,m3/inhab/year
Guyana,2014,5495.377083,current US$/inhab,0.66,,2.195960208,US$/m3,3.298401827,%,97.5,%,360796.948536509,m3/inhab/year
Guyana,2015,5668.429765,current US$/inhab,0.663,,2.13144621,US$/m3,3.298401827,%,98.3,%,358925.660006013,m3/inhab/year
Guyana,2016,5905.380196,current US$/inhab,0.666,,2.274517164,US$/m3,3.298401827,%,98.3,%,357007.82650737,m3/inhab/year
Guyana,2017,6220.978568,current US$/inhab,0.668,,2.259852974,US$/m3,3.298401827,%,98.3,%,355059.665746045,m3/inhab/year
Guyana,2018,6094.909837,current US$/inhab,0.67,,2.414843773,US$/m3,3.298401827,%,98.3,%,344997.03378934,m3/inhab/year
Guyana,2019,6477.302731,current US$/inhab,0.67,,2.58489423,US$/m3,3.298401827,%,98.3,%,339278.850908854,m3/inhab/year
Guyana,2020,6863.092394,current US$/inhab,0.67,,3.925529662,US$/m3,3.298401827,%,98.3,%,339938.936430164,m3/inhab/year
Guyana,2021,9025.812026,current US$/inhab,0.67,,5.380527957,US$/m3,3.298401827,%,98.3,%,336827.138075511,m3/inhab/year
Haiti,2005,765.986942,current US$/inhab,0.451,,6.22607092,US$/m3,12.947598829,%,60.6,%,1538.866756659,m3/inhab/year
Haiti,2006,820.12077,current US$/inhab,0.456,,6.430171436,US$/m3,13.056647063,%,60.4,%,1513.227303101,m3/inhab/year
Haiti,2007,1003.31319,current US$/inhab,0.46,,6.618109244,US$/m3,13.165695298,%,60.2,%,1488.404519943,m3/inhab/year
Haiti,2008,1056.345232,current US$/inhab,0.463,,6.789189223,US$/m3,13.274743532,%,59.9,%,1464.400866108,m3/inhab/year
Haiti,2009,1165.767603,current US$/inhab,0.468,,6.994226838,US$/m3,13.383791767,%,59.6,%,1441.015481205,m3/inhab/year
Haiti,2010,1200.023107,current US$/inhab,0.467,,6.698981515,US$/m3,13.383791767,%,59.3,%,1424.583048864,m3/inhab/year
Haiti,2011,1299.340933,current US$/inhab,0.474,,7.068595629,US$/m3,13.383791767,%,58.9,%,1408.635775129,m3/inhab/year
Haiti,2012,1344.161915,current US$/inhab,0.478,,7.125396534,US$/m3,13.383791767,%,58.5,%,1387.144076904,m3/inhab/year
Haiti,2013,1401.931134,current US$/inhab,0.483,,7.350456819,US$/m3,13.383791767,%,58.0,%,1366.506042272,m3/inhab/year
Haiti,2014,1401.845748,current US$/inhab,0.488,,7.735464015,US$/m3,13.383791767,%,57.5,%,1346.619621733,m3/inhab/year
Haiti,2015,1346.832984,current US$/inhab,0.492,,7.872444642,US$/m3,13.383791767,%,57.7,%,1327.368662494,m3/inhab/year
Haiti,2016,1244.497265,current US$/inhab,0.497,,8.024609867,US$/m3,13.383791767,%,57.7,%,1308.773345602,m3/inhab/year
Haiti,2017,1402.614321,current US$/inhab,0.501,,8.175454424,US$/m3,13.383791767,%,57.7,%,1290.739126269,m3/inhab/year
Haiti,2018,1428.422476,current US$/inhab,0.503,,8.343314669,US$/m3,13.383791767,%,57.7,%,1273.289497378,m3/inhab/year
Haiti,2019,1260.286978,current US$/inhab,0.503,,8.128306415,US$/m3,13.383791767,%,57.7,%,1256.40230249,m3/inhab/year
Haiti,2020,1463.522851,current US$/inhab,0.503,,7.392067972,US$/m3,13.383791767,%,57.7,%,1240.138567929,m3/inhab/year
Haiti,2021,1663.562062,current US$/inhab,0.503,,7.724664218,US$/m3,13.383791767,%,57.7,%,1224.888882522,m3/inhab/year
Holy See,2005,,,,,,,,,,,0.0,m3/inhab/year
Holy See,2006,,,,,,,,,,,0.0,m3/inhab/year
Holy See,2007,,,,,,,,,,,0.0,m3/inhab/year
Holy See,2008,,,,,,,,,,,0.0,m3/inhab/year
Holy See,2009,,,,,,,,,,,0.0,m3/inhab/year
Holy See,2010,,,,,,,,,,,0.0,m3/inhab/year
Holy See,2011,,,,,,,,,,,0.0,m3/inhab/year
Holy See,2012,,,,,,,,,,,0.0,m3/inhab/year
Holy See,2013,,,,,,,,,,,0.0,m3/inhab/year
Holy See,2014,,,,,,,,,,,0.0,m3/inhab/year
Holy See,2015,,,,,,,,,,,0.0,m3/inhab/year
Holy See,2016,,,,,,,,,,,0.0,m3/inhab/year
Holy See,2017,,,,,,,,,,,0.0,m3/inhab/year
Holy See,2018,,,,,,,,,,,0.0,m3/inhab/year
Holy See,2019,,,,,,,,,,,0.0,m3/inhab/year
Holy See,2020,,,,,,,,,,,0.0,m3/inhab/year
Holy See,2021,,,,,,,,,,,0.0,m3/inhab/year
Honduras,2005,1289.823137,current US$/inhab,0.581,,7.702702602,US$/m3,4.621268764,%,84.5,%,12183.571056444,m3/inhab/year
Honduras,2006,1409.579723,current US$/inhab,0.587,,8.298197574,US$/m3,4.621268764,%,85.2,%,11899.49904457,m3/inhab/year
Honduras,2007,1559.886044,current US$/inhab,0.595,,8.902995265,US$/m3,4.621268764,%,85.9,%,11630.316354599,m3/inhab/year
