Country,Continent,Year,Value - GDP per capita,Unit - GDP per capita,Value - HDI,Unit - HDI,Value - Water Use Efficiency,Unit - Water Use Efficiency,Value - Water Stress,Unit - Water Stress,Value - Total population with access to safe drinking-water,Unit - Total population with access to safe drinking-water,Value - Total renewable water resources per capita,Unit - Total renewable water resources per capita,TSNE_1,TSNE_2
Ghana,Africa,2009,1378.1385,current US$/inhab,0.547,,17.709547626,US$/m3,5.344921534,%,81.9,%,2252.43621818,m3/inhab/year,4.523569107055664,1.1481752395629883
Ghana,Africa,2010,1665.215512,current US$/inhab,0.554,,18.538858888,US$/m3,5.463164778,%,83.1,%,2197.482599907,m3/inhab/year,-4.93517541885376,-1.8311609029769897
Ghana,Africa,2011,1998.399536,current US$/inhab,0.563,,22.457639941,US$/m3,5.594485615,%,84.3,%,2144.551878522,m3/inhab/year,-5.641203880310059,1.5718817710876465
Ghana,Africa,2012,2066.840236,current US$/inhab,0.57,,24.919279271,US$/m3,5.734524847,%,85.4,%,2092.42704485,m3/inhab/year,-3.589486837387085,-4.449145793914795
Ghana,Africa,2013,2314.294978,current US$/inhab,0.578,,26.699349052,US$/m3,5.830972101,%,86.5,%,2041.735915846,m3/inhab/year,-2.9499495029449463,-3.052170515060425
Ghana,Africa,2014,1940.777789,current US$/inhab,0.577,,25.775555943,US$/m3,5.932650392,%,87.6,%,1993.165216586,m3/inhab/year,3.132986307144165,3.6584205627441406
Ghana,Africa,2015,1733.019897,current US$/inhab,0.585,,25.018215893,US$/m3,6.27059721,%,88.7,%,1946.594116665,m3/inhab/year,-3.5247631072998047,0.7666170001029968
Ghana,Africa,2016,1900.405938,current US$/inhab,0.587,,25.39669962,US$/m3,6.314734089,%,88.7,%,1901.584347971,m3/inhab/year,-2.9867236614227295,-1.9464201927185059
Ghana,Africa,2017,1998.626958,current US$/inhab,0.591,,28.151196185,US$/m3,6.314734089,%,88.7,%,1859.556376025,m3/inhab/year,3.5928821563720703,-1.8216972351074219
Ghana,Africa,2018,2179.320722,current US$/inhab,0.596,,30.464431322,US$/m3,6.314734089,%,88.7,%,1820.499937141,m3/inhab/year,-4.724104404449463,-0.5700434446334839
Ghana,Africa,2019,2168.417252,current US$/inhab,0.596,,33.043316778,US$/m3,6.314734089,%,88.7,%,1782.865394614,m3/inhab/year,1.4555482864379883,-1.754468560218811
Ghana,Africa,2020,2176.576218,current US$/inhab,0.596,,32.708912396,US$/m3,6.314734089,%,88.7,%,1746.404589551,m3/inhab/year,0.9685953259468079,2.6753134727478027
Ghana,Africa,2021,2408.634903,current US$/inhab,0.596,,34.068909802,US$/m3,6.314734089,%,88.7,%,1711.690888362,m3/inhab/year,3.1120262145996094,0.6882479190826416
Greece,Europe,2005,22295.226405,current US$/inhab,0.845,,22.098657778,US$/m3,19.509407243,%,99.4,%,6154.70554233,m3/inhab/year,-1.5901521444320679,5.971723556518555
Greece,Europe,2006,24608.450172,current US$/inhab,0.851,,23.520909453,US$/m3,19.485332794,%,99.6,%,6158.781490485,m3/inhab/year,7.217286586761475,0.5980148315429688
Greece,Europe,2007,28714.041509,current US$/inhab,0.849,,23.92218417,US$/m3,19.461258345,%,99.7,%,6166.888443242,m3/inhab/year,-1.280078411102295,5.459182262420654
Greece,Europe,2008,32010.6557,current US$/inhab,0.857,,23.870394763,US$/m3,19.620220514,%,99.8,%,6176.840226546,m3/inhab/year,-5.983977794647217,-0.5025776028633118
Greece,Europe,2009,29847.631793,current US$/inhab,0.859,,23.049597906,US$/m3,19.780194214,%,99.9,%,6186.968002159,m3/inhab/year,-4.055524826049805,-5.220465183258057
Greece,Europe,2010,26902.409437,current US$/inhab,0.857,,21.395623885,US$/m3,19.938144851,%,100.0,%,6199.143122536,m3/inhab/year,4.695475101470947,2.8798863887786865
Greece,Europe,2011,25682.206061,current US$/inhab,0.853,,19.05448406,US$/m3,20.099130083,%,100.0,%,6215.511973266,m3/inhab/year,4.219403266906738,1.926257610321045
Greece,Europe,2012,22076.907458,current US$/inhab,0.856,,17.375275132,US$/m3,20.099130083,%,100.0,%,6238.80674612,m3/inhab/year,3.992387533187866,1.4183861017227173
Greece,Europe,2013,21882.787437,current US$/inhab,0.858,,17.061262669,US$/m3,20.078899454,%,100.0,%,6266.889794819,m3/inhab/year,3.5390236377716064,2.8538005352020264
Greece,Europe,2014,21646.472166,current US$/inhab,0.866,,17.067354858,US$/m3,20.060691887,%,100.0,%,6296.621117118,m3/inhab/year,-0.2157789021730423,-3.8936357498168945
Greece,Europe,2015,18100.431133,current US$/inhab,0.868,,17.03442402,US$/m3,20.044507384,%,100.0,%,6329.441312985,m3/inhab/year,4.5343780517578125,0.015293019823729992
Greece,Europe,2016,17955.504681,current US$/inhab,0.866,,16.390399698,US$/m3,20.505765729,%,100.0,%,6362.943408316,m3/inhab/year,3.554330587387085,2.64811372756958
Greece,Europe,2017,18690.62448,current US$/inhab,0.871,,16.552100174,US$/m3,20.501719603,%,100.0,%,6397.169981785,m3/inhab/year,-3.6581108570098877,0.9422920942306519
Greece,Europe,2018,19942.072303,current US$/inhab,0.872,,16.764542899,US$/m3,20.477442849,%,100.0,%,6432.639589455,m3/inhab/year,2.7982380390167236,-1.2364954948425293
Greece,Europe,2019,19411.439297,current US$/inhab,0.872,,17.078674374,US$/m3,20.463281408,%,100.0,%,6468.682121395,m3/inhab/year,-3.810757637023926,3.698857069015503
Greece,Europe,2020,17972.015448,current US$/inhab,0.872,,15.698637392,US$/m3,20.477442849,%,100.0,%,6506.705711974,m3/inhab/year,-3.510951280593872,-3.5570578575134277
Greece,Europe,2021,20571.217933,current US$/inhab,0.872,,17.043236732,US$/m3,20.683795266,%,100.0,%,6548.359008996,m3/inhab/year,-4.112426280975342,2.8408820629119873
Grenada,North America,2005,6306.985419,current US$/inhab,0.734,,,,5.0,%,96.6,%,1813.993143106,m3/inhab/year,,
Grenada,North America,2006,6295.275165,current US$/inhab,0.735,,,,5.227777778,%,96.6,%,1801.996612246,m3/inhab/year,,
Grenada,North America,2007,6790.648335,current US$/inhab,0.74,,,,5.455555556,%,96.6,%,1790.109644216,m3/inhab/year,,
Grenada,North America,2008,7343.460746,current US$/inhab,0.743,,,,5.683333333,%,96.6,%,1778.125500098,m3/inhab/year,,
Grenada,North America,2009,6810.45994,current US$/inhab,0.74,,,,5.911111111,%,96.6,%,1766.020009007,m3/inhab/year,,
Grenada,North America,2010,6760.961107,current US$/inhab,0.743,,,,6.138888889,%,96.6,%,1753.785985496,m3/inhab/year,,
Grenada,North America,2011,6775.752385,current US$/inhab,0.746,,,,6.366666667,%,96.6,%,1740.371395256,m3/inhab/year,,
Grenada,North America,2012,6900.771732,current US$/inhab,0.747,,,,6.594444444,%,96.6,%,1725.446890745,m3/inhab/year,,
Grenada,North America,2013,7205.268247,current US$/inhab,0.75,,,,6.822222222,%,96.6,%,1710.20565223,m3/inhab/year,,
Grenada,North America,2014,7726.379929,current US$/inhab,0.752,,,,7.05,%,96.6,%,1695.317532974,m3/inhab/year,,
Grenada,North America,2015,8379.633119,current US$/inhab,0.756,,,,7.05,%,96.6,%,1680.954782316,m3/inhab/year,,
Grenada,North America,2016,8849.514154,current US$/inhab,0.76,,,,7.05,%,96.6,%,1667.139022723,m3/inhab/year,,
Grenada,North America,2017,9309.267844,current US$/inhab,0.76,,,,7.05,%,96.6,%,1653.97242828,m3/inhab/year,,
Grenada,North America,2018,9574.307129,current US$/inhab,0.763,,,,7.05,%,96.6,%,1641.523990873,m3/inhab/year,,
Grenada,North America,2019,9887.922493,current US$/inhab,0.763,,,,7.05,%,96.6,%,1629.673087579,m3/inhab/year,,
Grenada,North America,2020,8437.549623,current US$/inhab,0.763,,,,7.05,%,96.6,%,1617.298626105,m3/inhab/year,,
Grenada,North America,2021,8950.228561,current US$/inhab,0.763,,,,7.05,%,96.6,%,1605.007623786,m3/inhab/year,,
Guatemala,North America,2005,2039.119725,current US$/inhab,0.571,,11.451089582,US$/m3,5.43230182,%,87.3,%,9739.725240912,m3/inhab/year,0.5128574371337891,0.39702799916267395
Guatemala,North America,2006,2218.197257,current US$/inhab,0.579,,11.531513235,US$/m3,5.742097081,%,88.0,%,9536.693118297,m3/inhab/year,1.066251516342163,1.5193067789077759
Guatemala,North America,2007,2451.097584,current US$/inhab,0.588,,12.239376681,US$/m3,5.742097081,%,88.7,%,9338.809921232,m3/inhab/year,1.0237711668014526,-0.7796119451522827
Guatemala,North America,2008,2755.129708,current US$/inhab,0.594,,12.770036551,US$/m3,5.742097081,%,89.4,%,9149.858603174,m3/inhab/year,-0.09966321289539337,4.201086521148682
Guatemala,North America,2009,2604.243891,current US$/inhab,0.597,,12.912323734,US$/m3,5.742097081,%,90.0,%,8970.216231231,m3/inhab/year,0.528157114982605,-0.943556010723114
Guatemala,North America,2010,2797.344961,current US$/inhab,0.602,,13.307261957,US$/m3,5.742097081,%,90.7,%,8795.223528705,m3/inhab/year,-0.5042105317115784,-0.7248635292053223
Guatemala,North America,2011,3161.66412,current US$/inhab,0.607,,13.769255044,US$/m3,5.742097081,%,91.4,%,8623.076501473,m3/inhab/year,-1.3702402114868164,1.5348615646362305
Guatemala,North America,2012,3277.879692,current US$/inhab,0.613,,14.282419807,US$/m3,5.742097081,%,92.0,%,8455.011420314,m3/inhab/year,-0.4930051863193512,-1.449240803718567
Guatemala,North America,2013,3436.27111,current US$/inhab,0.616,,14.860642235,US$/m3,5.742097081,%,92.7,%,8293.639580508,m3/inhab/year,-0.6941652297973633,0.3066982626914978
Guatemala,North America,2014,3681.628337,current US$/inhab,0.643,,15.562244346,US$/m3,5.742097081,%,92.7,%,8140.009953073,m3/inhab/year,1.9836958646774292,1.0731199979782104
Guatemala,North America,2015,3886.36016,current US$/inhab,0.647,,16.211900034,US$/m3,5.742097081,%,92.8,%,7993.821927445,m3/inhab/year,-0.8666790127754211,-0.37915125489234924
Guatemala,North America,2016,4054.593729,current US$/inhab,0.648,,16.691920686,US$/m3,5.742097081,%,92.8,%,7851.572561151,m3/inhab/year,-0.4123603403568268,-1.308862566947937
Guatemala,North America,2017,4322.031109,current US$/inhab,0.649,,17.183515023,US$/m3,5.742097081,%,92.8,%,7715.310763079,m3/inhab/year,1.4958250522613525,-1.0659018754959106
Guatemala,North America,2018,4351.786588,current US$/inhab,0.651,,17.777482488,US$/m3,5.742097081,%,92.8,%,7591.018633871,m3/inhab/year,-2.4377427101135254,-0.8998787999153137
Guatemala,North America,2019,4511.219051,current US$/inhab,0.651,,18.482610283,US$/m3,5.742097081,%,92.8,%,7477.345531229,m3/inhab/year,-0.11284072697162628,-0.09579946100711823
Guatemala,North America,2020,4470.843195,current US$/inhab,0.651,,18.164941772,US$/m3,5.742097081,%,92.8,%,7366.93414015,m3/inhab/year,-0.490080326795578,1.0044649839401245
Guatemala,North America,2021,4883.207816,current US$/inhab,0.651,,19.583843613,US$/m3,5.742097081,%,92.8,%,7264.112416726,m3/inhab/year,1.1271675825119019,1.6365004777908325
Guinea,Africa,2005,444.536796,current US$/inhab,0.373,,7.84958397,US$/m3,0.883076923,%,67.8,%,24726.16862328,m3/inhab/year,1.312150001525879,-7.424591541290283
Guinea,Africa,2006,452.276161,current US$/inhab,0.384,,7.428834438,US$/m3,0.920473373,%,68.8,%,24221.314220644,m3/inhab/year,-6.819340229034424,-0.2137001007795334
Guinea,Africa,2007,657.993462,current US$/inhab,0.393,,7.423526873,US$/m3,0.957869822,%,69.8,%,23672.154486575,m3/inhab/year,1.8833690881729126,-8.965117454528809
Guinea,Africa,2008,712.099422,current US$/inhab,0.4,,7.526288699,US$/m3,0.995266272,%,70.8,%,23108.892475653,m3/inhab/year,7.864152431488037,0.9889853596687317
Guinea,Africa,2009,670.261254,current US$/inhab,0.4,,7.243391754,US$/m3,1.032662722,%,71.8,%,22551.912556855,m3/inhab/year,8.18785572052002,3.8618428707122803
Guinea,Africa,2010,667.281603,current US$/inhab,0.408,,7.30035166,US$/m3,1.070059172,%,72.8,%,22004.282461769,m3/inhab/year,-6.999142169952393,-5.690670967102051
Guinea,Africa,2011,644.502556,current US$/inhab,0.421,,7.650972902,US$/m3,1.107455621,%,73.8,%,21467.15259688,m3/inhab/year,-8.973544120788574,-0.9540494680404663
Guinea,Africa,2012,707.967673,current US$/inhab,0.431,,7.632172865,US$/m3,1.144852071,%,74.8,%,20947.859110261,m3/inhab/year,-7.562825679779053,-5.293914794921875
Guinea,Africa,2013,757.692275,current US$/inhab,0.439,,7.682096414,US$/m3,1.182248521,%,75.7,%,20442.443215687,m3/inhab/year,-6.655619144439697,-6.021550178527832
Guinea,Africa,2014,774.569039,current US$/inhab,0.446,,7.761420696,US$/m3,1.21964497,%,76.7,%,19941.120752751,m3/inhab/year,4.603802680969238,8.714410781860352
Guinea,Africa,2015,756.425592,current US$/inhab,0.449,,7.780002305,US$/m3,1.25704142,%,76.8,%,19439.191370926,m3/inhab/year,-9.048242568969727,-2.198488235473633
Guinea,Africa,2016,721.133516,current US$/inhab,0.456,,8.491820046,US$/m3,1.29443787,%,76.8,%,18942.275092962,m3/inhab/year,-8.245601654052734,-4.711118698120117
Guinea,Africa,2017,843.464278,current US$/inhab,0.463,,8.828145159,US$/m3,1.331834319,%,76.8,%,18462.862157006,m3/inhab/year,9.040010452270508,-3.912978172302246
Guinea,Africa,2018,944.417268,current US$/inhab,0.466,,9.115423249,US$/m3,1.369230769,%,76.8,%,18000.991488239,m3/inhab/year,-10.552972793579102,0.6501479148864746
Guinea,Africa,2019,1043.899886,current US$/inhab,0.466,,9.023205156,US$/m3,1.369230769,%,76.8,%,17549.937142493,m3/inhab/year,5.488125324249268,-5.948663234710693
Guinea,Africa,2020,1073.654887,current US$/inhab,0.466,,9.654804251,US$/m3,1.369230769,%,76.8,%,17114.530971356,m3/inhab/year,3.8972420692443848,7.957056045532227
Guinea,Africa,2021,1185.05914,current US$/inhab,0.466,,9.615210972,US$/m3,1.369230769,%,76.8,%,16701.268838255,m3/inhab/year,8.951105117797852,-1.0293771028518677
Guinea-Bissau,Africa,2005,425.302674,current US$/inhab,0.393,,2.18668352,US$/m3,1.495726496,%,60.7,%,22758.356266847,m3/inhab/year,1.945420742034912,-8.432900428771973
Guinea-Bissau,Africa,2006,418.529967,current US$/inhab,0.401,,2.31702048,US$/m3,1.495726496,%,62.5,%,22205.077325292,m3/inhab/year,-7.826530933380127,0.09016340225934982
Guinea-Bissau,Africa,2007,479.80399,current US$/inhab,0.407,,2.370242994,US$/m3,1.495726496,%,64.3,%,21646.633190217,m3/inhab/year,2.3571252822875977,-9.862988471984863
Guinea-Bissau,Africa,2008,580.917007,current US$/inhab,0.413,,2.336046721,US$/m3,1.495726496,%,66.1,%,21096.04005829,m3/inhab/year,8.759029388427734,1.2361811399459839
Guinea-Bissau,Africa,2009,541.382919,current US$/inhab,0.419,,2.497407195,US$/m3,1.495726496,%,68.0,%,20560.556732731,m3/inhab/year,8.294388771057129,4.60288143157959
Guinea-Bissau,Africa,2010,541.755523,current US$/inhab,0.426,,2.539461941,US$/m3,1.495726496,%,69.8,%,20035.476831587,m3/inhab/year,-7.729511737823486,-5.970101356506348
Guinea-Bissau,Africa,2011,682.639419,current US$/inhab,0.435,,2.767795884,US$/m3,1.495726496,%,71.7,%,19515.020661683,m3/inhab/year,-9.579560279846191,-0.9432699084281921
Guinea-Bissau,Africa,2012,598.606335,current US$/inhab,0.437,,2.656269328,US$/m3,1.495726496,%,73.6,%,18999.017980695,m3/inhab/year,-7.820689678192139,-5.654577732086182
Guinea-Bissau,Africa,2013,615.984949,current US$/inhab,0.441,,2.888138306,US$/m3,1.495726496,%,75.5,%,18495.034318891,m3/inhab/year,-6.789774417877197,-5.920225143432617
Guinea-Bissau,Africa,2014,604.317749,current US$/inhab,0.45,,3.004333581,US$/m3,1.495726496,%,77.4,%,18011.723681803,m3/inhab/year,4.607562065124512,8.387618064880371
Guinea-Bissau,Africa,2015,585.513765,current US$/inhab,0.453,,2.777554798,US$/m3,1.495726496,%,79.3,%,17552.49958215,m3/inhab/year,-8.351963996887207,-1.996323585510254
Guinea-Bissau,Africa,2016,642.665997,current US$/inhab,0.457,,2.96145322,US$/m3,1.495726496,%,79.3,%,17115.895324853,m3/inhab/year,-7.581409931182861,-4.410869598388672
Guinea-Bissau,Africa,2017,718.245738,current US$/inhab,0.46,,2.919062278,US$/m3,1.495726496,%,79.3,%,16703.673637879,m3/inhab/year,8.341583251953125,-3.6977713108062744
Guinea-Bissau,Africa,2018,741.561991,current US$/inhab,0.461,,4.357962306,US$/m3,1.495726496,%,79.3,%,16312.069632797,m3/inhab/year,-9.838250160217285,0.41146954894065857
Guinea-Bissau,Africa,2019,692.900054,current US$/inhab,0.461,,4.666947859,US$/m3,1.495726496,%,79.3,%,15935.389607589,m3/inhab/year,4.942352294921875,-5.46222448348999
Guinea-Bissau,Africa,2020,692.79821,current US$/inhab,0.461,,4.548292865,US$/m3,1.495726496,%,79.3,%,15576.725792081,m3/inhab/year,3.4735918045043945,7.360495567321777
Guinea-Bissau,Africa,2021,758.55212,current US$/inhab,0.461,,4.86766931,US$/m3,1.495726496,%,79.3,%,15237.385361725,m3/inhab/year,8.277214050292969,-0.7085227966308594
Guyana,South America,2005,2603.959878,current US$/inhab,0.619,,,,3.568949772,%,90.2,%,356715.531868123,m3/inhab/year,,
Guyana,South America,2006,3138.082204,current US$/inhab,0.624,,,,3.514840183,%,91.0,%,357346.772736683,m3/inhab/year,,
Guyana,South America,2007,3609.90556,current US$/inhab,0.627,,,,3.460730594,%,91.8,%,358218.740788425,m3/inhab/year,,
Guyana,South America,2008,4011.388854,current US$/inhab,0.63,,,,3.406621005,%,92.6,%,359344.957899622,m3/inhab/year,,
Guyana,South America,2009,4213.814515,current US$/inhab,0.633,,,,3.352511415,%,93.4,%,360728.271778803,m3/inhab/year,,
Guyana,South America,2010,4589.872864,current US$/inhab,0.639,,2.06504203,US$/m3,3.298401827,%,94.2,%,362332.404550146,m3/inhab/year,-0.15534117817878723,11.562310218811035
Guyana,South America,2011,4960.005298,current US$/inhab,0.648,,2.15747682,US$/m3,3.298401827,%,95.1,%,364134.743291724,m3/inhab/year,2.8335540294647217,-7.902656555175781
Guyana,South America,2012,5461.390076,current US$/inhab,0.652,,2.223355447,US$/m3,3.298401827,%,95.9,%,364263.95829917,m3/inhab/year,6.341775894165039,-4.776317119598389
Guyana,South America,2013,5576.250215,current US$/inhab,0.656,,2.216439144,US$/m3,3.298401827,%,96.7,%,362580.610633914,m3/inhab/year,-1.07568359375,11.261201858520508
Guyana,South America,2014,5495.377083,current US$/inhab,0.66,,2.195960208,US$/m3,3.298401827,%,97.5,%,360796.948536509,m3/inhab/year,-8.158806800842285,0.7511545419692993
Guyana,South America,2015,5668.429765,current US$/inhab,0.663,,2.13144621,US$/m3,3.298401827,%,98.3,%,358925.660006013,m3/inhab/year,3.7770395278930664,6.906217098236084
Guyana,South America,2016,5905.380196,current US$/inhab,0.666,,2.274517164,US$/m3,3.298401827,%,98.3,%,357007.82650737,m3/inhab/year,0.3285234272480011,7.993239402770996
Guyana,South America,2017,6220.978568,current US$/inhab,0.668,,2.259852974,US$/m3,3.298401827,%,98.3,%,355059.665746045,m3/inhab/year,2.102633476257324,8.359134674072266
Guyana,South America,2018,6094.909837,current US$/inhab,0.67,,2.414843773,US$/m3,3.298401827,%,98.3,%,344997.03378934,m3/inhab/year,3.774751663208008,8.197504043579102
Guyana,South America,2019,6477.302731,current US$/inhab,0.67,,2.58489423,US$/m3,3.298401827,%,98.3,%,339278.850908854,m3/inhab/year,3.0278613567352295,9.648386001586914
Guyana,South America,2020,6863.092394,current US$/inhab,0.67,,3.925529662,US$/m3,3.298401827,%,98.3,%,339938.936430164,m3/inhab/year,5.69755220413208,-7.033594131469727
Guyana,South America,2021,9025.812026,current US$/inhab,0.67,,5.380527957,US$/m3,3.298401827,%,98.3,%,336827.138075511,m3/inhab/year,-6.035891056060791,-6.748567581176758
Haiti,North America,2005,765.986942,current US$/inhab,0.451,,6.22607092,US$/m3,12.947598829,%,60.6,%,1538.866756659,m3/inhab/year,3.6588947772979736,-7.80062198638916
Haiti,North America,2006,820.12077,current US$/inhab,0.456,,6.430171436,US$/m3,13.056647063,%,60.4,%,1513.227303101,m3/inhab/year,-8.273530006408691,1.715415596961975
Haiti,North America,2007,1003.31319,current US$/inhab,0.46,,6.618109244,US$/m3,13.165695298,%,60.2,%,1488.404519943,m3/inhab/year,4.803512096405029,-10.461979866027832
Haiti,North America,2008,1056.345232,current US$/inhab,0.463,,6.789189223,US$/m3,13.274743532,%,59.9,%,1464.400866108,m3/inhab/year,10.36423397064209,3.0120136737823486
Haiti,North America,2009,1165.767603,current US$/inhab,0.468,,6.994226838,US$/m3,13.383791767,%,59.6,%,1441.015481205,m3/inhab/year,7.8358001708984375,7.117793083190918
Haiti,North America,2010,1200.023107,current US$/inhab,0.467,,6.698981515,US$/m3,13.383791767,%,59.3,%,1424.583048864,m3/inhab/year,-10.529253005981445,-6.431978702545166
Haiti,North America,2011,1299.340933,current US$/inhab,0.474,,7.068595629,US$/m3,13.383791767,%,58.9,%,1408.635775129,m3/inhab/year,-12.920587539672852,-0.506039559841156
Haiti,North America,2012,1344.161915,current US$/inhab,0.478,,7.125396534,US$/m3,13.383791767,%,58.5,%,1387.144076904,m3/inhab/year,-10.680837631225586,-8.64768123626709
Haiti,North America,2013,1401.931134,current US$/inhab,0.483,,7.350456819,US$/m3,13.383791767,%,58.0,%,1366.506042272,m3/inhab/year,-11.329249382019043,-7.158786773681641
Haiti,North America,2014,1401.845748,current US$/inhab,0.488,,7.735464015,US$/m3,13.383791767,%,57.5,%,1346.619621733,m3/inhab/year,7.472196102142334,13.341815948486328
Haiti,North America,2015,1346.832984,current US$/inhab,0.492,,7.872444642,US$/m3,13.383791767,%,57.7,%,1327.368662494,m3/inhab/year,-14.313764572143555,-2.8963124752044678
Haiti,North America,2016,1244.497265,current US$/inhab,0.497,,8.024609867,US$/m3,13.383791767,%,57.7,%,1308.773345602,m3/inhab/year,-12.77790641784668,-7.726335048675537
